time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461550000	-24.51	-6.4589	4.85384	2.27284	-0.588991	radar	3.37239	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6186	-6.2959	4.81279	2.23625	-0.605002	lidar	6.18008	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7606	-6.10315	4.81136	2.20748	-0.596778	radar	0.347853	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9351	-5.9165	4.82551	2.19119	-0.577625	lidar	2.30089	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0659	-5.71155	4.82572	2.16388	-0.563414	radar	1.86044	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.2008	-5.5352	4.81109	2.14285	-0.557319	lidar	0.647125	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3554	-5.34838	4.81221	2.1458	-0.480489	radar	1.2081	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4952	-5.13945	4.82178	2.12447	-0.475649	lidar	0.366304	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6297	-4.9531	4.81168	2.12633	-0.406186	radar	6.18416	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7496	-4.77381	4.79143	2.11002	-0.404143	lidar	0.997226	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8685	-4.56565	4.79156	2.09001	-0.401144	radar	0.109861	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9778	-4.33963	4.80024	2.06384	-0.407647	lidar	0.331541	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0824	-4.11951	4.80539	2.00266	-0.539825	radar	11.3828	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1652	-3.85936	4.82874	1.96245	-0.553317	lidar	1.92581	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2371	-3.62597	4.8316	1.89949	-0.657682	radar	3.14983	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.26	-3.36333	4.83628	1.84216	-0.68677	lidar	4.43296	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3104	-3.12488	4.83733	1.79572	-0.718359	radar	0.161879	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3312	-2.88302	4.8316	1.74811	-0.733398	lidar	1.29971	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3933	-2.65612	4.82748	1.7353	-0.674909	radar	1.73014	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4725	-2.47315	4.79667	1.72353	-0.655138	lidar	5.98253	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5303	-2.2375	4.79854	1.71791	-0.582685	radar	1.24216	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5813	-2.02865	4.78036	1.69829	-0.574749	lidar	1.53342	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6135	-1.78911	4.78038	1.68674	-0.518472	radar	1.98636	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6106	-1.5466	4.77865	1.64974	-0.532058	lidar	1.10228	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6064	-1.31187	4.77485	1.60145	-0.59116	radar	1.75489	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6091	-1.08393	4.76597	1.57184	-0.592537	lidar	0.185819	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6395	-0.85298	4.76388	1.56102	-0.558391	radar	5.24532	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6501	-0.612675	4.76791	1.53953	-0.550025	lidar	0.400735	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6361	-0.373312	4.77192	1.49571	-0.603895	radar	2.16455	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5883	-0.10565	4.79509	1.45513	-0.613261	lidar	2.38772	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5694	0.131409	4.79643	1.42552	-0.620985	radar	1.73101	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5454	0.399351	4.82345	1.40112	-0.608995	lidar	1.92757	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5346	0.637527	4.82123	1.40034	-0.536094	radar	1.73985	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5296	0.903219	4.84551	1.39047	-0.512146	lidar	3.4247	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4922	1.15328	4.85101	1.39163	-0.426987	radar	6.83165	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4389	1.39573	4.85508	1.36758	-0.42979	lidar	0.121809	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3981	1.62164	4.84393	1.35545	-0.406128	radar	7.76374	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3461	1.8478	4.83557	1.33529	-0.406767	lidar	0.165396	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2755	2.07749	4.83489	1.29863	-0.452835	radar	0.446899	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2139	2.29065	4.81845	1.27675	-0.453401	lidar	0.654053	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1502	2.5216	4.81644	1.26826	-0.411745	radar	0.480723	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0747	2.75911	4.82386	1.24794	-0.410744	lidar	0.12593	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9769	2.9789	4.8256	1.19106	-0.519469	radar	3.23471	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8789	3.23497	4.85446	1.16668	-0.514779	lidar	1.89574	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7967	3.46098	4.85549	1.1455	-0.513945	radar	2.11687	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.689	3.67314	4.8503	1.11696	-0.517999	lidar	0.103998	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.572	3.88211	4.84683	1.08376	-0.534742	radar	1.06589	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5003	4.08362	4.82702	1.07171	-0.518847	lidar	3.5997	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3768	4.28869	4.8245	1.04225	-0.525016	radar	0.599754	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2174	4.49679	4.8357	1.00347	-0.539306	lidar	2.05896	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0676	4.6959	4.83408	0.986424	-0.489351	radar	9.06271	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9477	4.89579	4.82914	0.967603	-0.482862	lidar	0.415806	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7915	5.08691	4.82988	0.937968	-0.485517	radar	2.32251	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6264	5.2893	4.84439	0.908818	-0.489936	lidar	0.980436	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4543	5.46314	4.84563	0.857057	-0.560674	radar	0.841193	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2663	5.63456	4.84932	0.817634	-0.574552	lidar	1.21918	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.1	5.79846	4.8435	0.779196	-0.60457	radar	3.00675	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9233	5.96167	4.84133	0.747195	-0.607136	lidar	0.0211445	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7799	6.15995	4.8357	0.779352	-0.439127	radar	4.94838	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6112	6.32197	4.82927	0.757228	-0.440222	lidar	0.115772	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4602	6.50568	4.82561	0.763197	-0.374716	radar	1.54391	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2502	6.70017	4.86281	0.742924	-0.37261	lidar	4.30601	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0516	6.84469	4.85929	0.715962	-0.377441	radar	5.45479	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.845	7.00994	4.87601	0.692907	-0.381245	lidar	1.23127	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6317	7.13992	4.87785	0.646575	-0.442978	radar	1.81785	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4463	7.29219	4.87675	0.629912	-0.436121	lidar	0.231827	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2194	7.40506	4.88518	0.561432	-0.558374	radar	2.84045	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0394	7.56865	4.89074	0.55346	-0.532268	lidar	2.1797	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8577	7.73916	4.89223	0.572281	-0.425339	radar	5.72221	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6519	7.88384	4.90002	0.55651	-0.417262	lidar	0.177198	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4589	8.02233	4.89455	0.549335	-0.388365	radar	1.40439	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2214	8.07833	4.87353	0.497515	-0.432776	lidar	4.44335	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0294	8.24302	4.87505	0.531516	-0.294724	radar	5.73032	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8517	8.40045	4.8723	0.53811	-0.266643	lidar	2.78141	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6127	8.49766	4.88485	0.485106	-0.365197	radar	4.97013	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3733	8.62342	4.90725	0.466957	-0.363588	lidar	1.58173	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.172	8.7617	4.90329	0.484367	-0.275913	radar	1.24312	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9683	8.87441	4.89388	0.473662	-0.272436	lidar	0.461086	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7638	9.00336	4.88934	0.485194	-0.209062	radar	0.803084	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5373	9.08287	4.88018	0.459847	-0.228791	lidar	0.911295	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2998	9.18118	4.89271	0.42804	-0.281884	radar	4.66382	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0252	9.257	4.91814	0.393982	-0.306608	lidar	6.39215	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.804	9.34351	4.9127	0.371592	-0.328409	radar	1.6626	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5561	9.43758	4.92919	0.354347	-0.328535	lidar	0.934451	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2929	9.4571	4.93422	0.276201	-0.470682	radar	5.98351	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-18.0213	9.56513	4.97717	0.265052	-0.450832	lidar	4.54005	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7806	9.65257	4.97989	0.272402	-0.371235	radar	3.1412	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.5169	9.75441	5.01184	0.266478	-0.351043	lidar	2.43921	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2743	9.82201	5.01491	0.247154	-0.359972	radar	0.576304	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-17.0135	9.94283	5.04992	0.25395	-0.323496	lidar	3.17339	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.7644	9.99967	5.05287	0.232576	-0.335498	radar	0.206528	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.5174	10.1154	5.07304	0.241745	-0.299484	lidar	2.18187	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.2675	10.1717	5.07751	0.217908	-0.326057	radar	0.795812	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-16.0181	10.2151	5.07581	0.197378	-0.331727	lidar	0.0624816	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7724	10.2781	5.07519	0.195107	-0.297823	radar	0.236958	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.5301	10.2933	5.06075	0.166892	-0.31631	lidar	0.699455	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.252	10.294	5.08188	0.105717	-0.42729	radar	8.49735	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.99	10.3552	5.09893	0.099969	-0.405268	lidar	0.950931	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.74	10.4004	5.08955	0.120398	-0.289073	radar	6.44211	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4809	10.3805	5.08389	0.0834403	-0.320289	lidar	1.71151	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.2223	10.4054	5.08797	0.0739765	-0.302466	radar	0.757252	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.9394	10.5501	5.13773	0.115893	-0.220508	lidar	9.88485	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6834	10.6153	5.13919	0.141788	-0.130136	radar	1.64464	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.422	10.6286	5.14092	0.124869	-0.144087	lidar	0.555889	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1615	10.6477	5.14582	0.103616	-0.179658	radar	0.530764	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.9062	10.7503	5.15976	0.12836	-0.135198	lidar	4.00955	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.6453	10.7963	5.16641	0.128315	-0.124292	radar	1.48423	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.391	10.7793	5.15602	0.101214	-0.15126	lidar	1.67493	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.1326	10.8176	5.1584	0.106647	-0.118801	radar	0.408493	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8812	10.889	5.16224	0.119978	-0.0937461	lidar	1.69151	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.6098	10.9024	5.17343	0.100852	-0.125667	radar	3.1931	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3654	10.9286	5.163	0.0957996	-0.123952	lidar	0.412878	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.1016	10.8504	5.16362	-0.0112476	-0.375499	radar	9.75425	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.816	10.8153	5.18231	-0.0436815	-0.392629	lidar	3.28557	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5608	10.8124	5.17938	-0.0530669	-0.367707	radar	0.195865	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.3151	10.8105	5.17063	-0.0650756	-0.359631	lidar	0.715022	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0579	10.8786	5.16477	0.000607679	-0.154117	radar	7.16418	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.79842	10.9261	5.17109	0.014551	-0.123659	lidar	1.82961	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.55355	10.9135	5.15787	0.00303892	-0.128229	radar	3.94339	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.2942	10.9389	5.16181	0.00768676	-0.113462	lidar	0.522664	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.03944	10.9237	5.15656	-0.000184935	-0.106097	radar	2.7067	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.77915	10.9533	5.16163	0.00736718	-0.0894488	lidar	0.773101	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.52756	10.9144	5.15317	-0.0153444	-0.1154	radar	6.7166	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.32229	10.8507	5.10379	-0.0448866	-0.145151	lidar	6.80347	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.06465	10.8692	5.10567	-0.0262631	-0.0842677	radar	1.08619	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.76807	10.8964	5.14385	-0.0164186	-0.0661022	lidar	3.84153	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.50449	10.8976	5.14764	-0.00507333	-0.0209894	radar	1.73506	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.23709	10.8825	5.15548	-0.0119397	-0.0285833	lidar	0.570078	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-6.98876	10.9205	5.14667	0.0260652	0.0696106	radar	2.86213	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
